Report,Time,Keyword,Count,Type
1,2010-01-19 01:15:00,pap,1,location
1,2010-01-19 01:15:00,petionville,1,location
1,2010-01-19 01:15:00,haiti,1,location
1,2010-01-19 01:15:00,carribean supermarket,2,location
1,2010-01-19 01:15:00,please,1,entity
1,2010-01-19 01:15:00,souheil hage,1,entity
1,2010-01-19 01:15:00,caribbean market,1,entity
1,2010-01-19 01:15:00,adolpho prato,2,entity
1,2010-01-19 01:15:00,ecoute,1,entity
1,2010-01-19 01:15:00,appelle,2,action
1,2010-01-19 01:15:00,texting,1,action
1,2010-01-19 01:15:00,trapped,2,action
1,2010-01-19 01:15:00,show,1,action
1,2010-01-19 01:15:00,get,1,action
2,2010-01-19 01:12:00,pap,1,location
2,2010-01-19 01:12:00,carribean university,2,location
2,2010-01-19 01:12:00,haiti,1,location
2,2010-01-19 01:12:00,#5 delmas 29,1,location
2,2010-01-19 01:12:00,caraibean university,1,entity
2,2010-01-19 01:12:00,need,1,action
2,2010-01-19 01:12:00,eden,1,action
2,2010-01-19 01:12:00,rescuing,1,action
3,2010-01-19 01:08:00,haiti,1,location
3,2010-01-19 01:08:00,jeremie,1,location
3,2010-01-19 01:08:00,grand anse,1,location
3,2010-01-19 01:08:00,jeremie,1,entity
3,2010-01-19 01:08:00,wot,1,action
3,2010-01-19 01:08:00,don\'t,1,action
3,2010-01-19 01:08:00,died,1,action
3,2010-01-19 01:08:00,think,1,action
4,2010-01-19 13:20:00,dubois,1,location
4,2010-01-19 13:20:00,good,1,entity
4,2010-01-19 13:20:00,help,1,entity
4,2010-01-19 13:20:00,hunger,1,entity
4,2010-01-19 13:20:00,dubois,1,entity
4,2010-01-19 13:20:00,antoine,1,entity
4,2010-01-19 13:20:00,dibwa,1,entity
4,2010-01-19 13:20:00,bonswa,1,entity
4,2010-01-19 13:20:00,nou,1,entity
4,2010-01-19 13:20:00,se,1,entity
4,2010-01-19 13:20:00,need,1,action
4,2010-01-19 13:20:00,live,1,action
4,2010-01-19 13:20:00,abitan,1,action
4,2010-01-19 13:20:00,bezwen,1,action
5,2010-01-19 16:07:00,pap,1,location
5,2010-01-19 16:07:00,carrefour,1,location
5,2010-01-19 16:07:00,morin,2,location
5,2010-01-19 16:07:00,good,1,entity
5,2010-01-19 16:07:00,bonsoir,1,entity
5,2010-01-19 16:07:00,morin,2,entity
5,2010-01-19 16:07:00,taifer,1,entity
5,2010-01-19 16:07:00,qui,1,action
5,2010-01-19 16:07:00,assist,1,action
6,2010-01-19 13:35:00,mont saint nicolas,1,location
6,2010-01-19 13:35:00,port au prince,1,location
6,2010-01-19 13:35:00,marouj,2,entity
6,2010-01-19 13:35:00,department nord,1,entity
6,2010-01-19 13:35:00,depatmam,1,entity
6,2010-01-19 13:35:00,delma,1,entity
6,2010-01-19 13:35:00,mwen,2,entity
6,2010-01-19 13:35:00,destroyed,1,action
6,2010-01-19 13:35:00,lived,1,action
7,2010-01-19 13:52:00,pap,1,location
7,2010-01-19 13:52:00,haiti,1,location
7,2010-01-19 13:52:00,27,1,location
7,2010-01-19 13:52:00,delmas 16,2,location
7,2010-01-19 13:52:00,water,1,entity
8,2010-01-19 13:48:00,pap,1,location
8,2010-01-19 13:48:00,haiti,1,location
8,2010-01-19 13:48:00,delmas 16,2,location
8,2010-01-19 13:48:00,#27,1,location
8,2010-01-19 13:48:00,water,1,entity
8,2010-01-19 13:48:00,bonswa,1,entity
8,2010-01-19 13:48:00,need,1,action
8,2010-01-19 13:48:00,gen,1,action
8,2010-01-19 13:48:00,don\'t,2,action
9,2010-01-19 13:40:00,saint mark,1,location
9,2010-01-19 13:40:00,haiti,1,location
9,2010-01-19 13:40:00,desir st #88,1,location
9,2010-01-19 13:40:00,saint mark/sen mak,1,location
9,2010-01-19 13:40:00,saint marc,1,entity
9,2010-01-19 13:40:00,ruelle,1,entity
10,2010-01-19 13:34:00,torbeck,2,location
10,2010-01-19 13:34:00,haiti,1,location
10,2010-01-19 13:34:00,near les cayes,1,location
10,2010-01-19 13:34:00,torbeck,1,entity
10,2010-01-19 13:34:00,ddp,1,entity
10,2010-01-19 13:34:00,sourthern,1,entity
10,2010-01-19 13:34:00,leave,1,action
10,2010-01-19 13:34:00,mange,1,action
10,2010-01-19 13:34:00,moun,1,action
10,2010-01-19 13:34:00,dying,1,action
10,2010-01-19 13:34:00,alert,1,action
11,2010-01-19 17:49:00,st. nicholas hospital,1,location
11,2010-01-19 17:49:00,saint-marc,1,location
11,2010-01-19 17:49:00,st. nicholas,1,entity
11,2010-01-19 17:49:00,nou,1,entity
11,2010-01-19 17:49:00,nan,1,action
11,2010-01-19 17:49:00,send,1,action
11,2010-01-19 17:49:00,leaving,1,action
11,2010-01-19 17:49:00,mande,1,action
11,2010-01-19 17:49:00,bewen,1,action
11,2010-01-19 17:49:00,need,1,action
11,2010-01-19 17:49:00,come,1,action
12,2010-01-19 17:32:00,rue acacia,1,location
12,2010-01-19 17:32:00,near church of god boula,1,location
12,2010-01-19 17:32:00,rue christ-roi,1,location
12,2010-01-19 17:32:00,god boula,1,entity
12,2010-01-19 17:32:00,legliz de,1,entity
12,2010-01-19 17:32:00,acacia,1,entity
12,2010-01-19 17:32:00,woolio,1,entity
12,2010-01-19 17:32:00,yon,1,entity
12,2010-01-19 17:32:00,need,1,action
13,2010-01-19 15:24:00,tabarre 48,2,location
13,2010-01-19 15:24:00,food,1,entity
13,2010-01-19 15:24:00,please,1,entity
13,2010-01-19 15:24:00,mwen,2,entity
13,2010-01-19 15:24:00,augustin jn rosilien,1,entity
13,2010-01-19 15:24:00,live,1,action
13,2010-01-19 15:24:00,ni.dlo,1,action
13,2010-01-19 15:24:00,abite,1,action
14,2010-01-19 17:28:00,leogane,1,location
14,2010-01-19 17:28:00,st. matthieu,1,location
14,2010-01-19 17:28:00,poun,1,action
14,2010-01-19 17:28:00,rete,1,action
15,2010-01-19 15:28:00,port-au-prince,1,location
15,2010-01-19 15:28:00,nazon,1,location
15,2010-01-19 15:28:00,rue sylvie cator,1,location
15,2010-01-19 15:28:00,nazon,2,entity
15,2010-01-19 15:28:00,nou,1,entity
15,2010-01-19 15:28:00,sylvie cator street,1,entity
15,2010-01-19 15:28:00,need,1,action
16,2010-01-19 16:35:00,hinche,2,location
16,2010-01-19 16:35:00,francique,2,entity
16,2010-01-19 16:35:00,nou,1,entity
16,2010-01-19 16:35:00,hinche,1,entity
16,2010-01-19 16:35:00,need,1,action
16,2010-01-19 16:35:00,locate,1,action
16,2010-01-19 16:35:00,bezwen,1,action
17,2010-01-19 16:00:00,jean rabel,1,location
17,2010-01-19 16:00:00,jean rabel,1,entity
17,2010-01-19 16:00:00,food,1,entity
17,2010-01-19 16:00:00,please,1,entity
17,2010-01-19 16:00:00,nou,1,entity
17,2010-01-19 16:00:00,paske,1,action
17,2010-01-19 16:00:00,lost,1,action
17,2010-01-19 16:00:00,nan,1,action
17,2010-01-19 16:00:00,sove,1,action
17,2010-01-19 16:00:00,everything,1,action
17,2010-01-19 16:00:00,anyen,1,action
17,2010-01-19 16:00:00,come,1,action
17,2010-01-19 16:00:00,eat,1,action
18,2010-01-19 16:03:00,les cayes,1,location
18,2010-01-19 16:03:00,lycee philippe guerrier,1,location
18,2010-01-19 16:03:00,lycee philippe guerrier,1,entity
18,2010-01-19 16:03:00,philippe guerrier,1,entity
18,2010-01-19 16:03:00,bezwen,1,action
18,2010-01-19 16:03:00,please,1,action
18,2010-01-19 16:03:00,leave,1,action
18,2010-01-19 16:03:00,lokalize,1,action
18,2010-01-19 16:03:00,lyc,1,action
18,2010-01-19 16:03:00,need,1,action
19,2010-01-19 15:07:00,rue loubens,1,location
19,2010-01-19 15:07:00,bon repos,1,location
19,2010-01-19 15:07:00,bye,1,entity
19,2010-01-19 15:07:00,good,1,entity
19,2010-01-19 15:07:00,please,1,entity
19,2010-01-19 15:07:00,loubens,1,entity
19,2010-01-19 15:07:00,bon repo,1,entity
19,2010-01-19 15:07:00,paske,1,action
19,2010-01-19 15:07:00,bezwen,1,action
19,2010-01-19 15:07:00,thinking,1,action
19,2010-01-19 15:07:00,sivoupl,1,action
19,2010-01-19 15:07:00,gan,1,action
19,2010-01-19 15:07:00,need,1,action
19,2010-01-19 15:07:00,bye,1,action
19,2010-01-19 15:07:00,gen,1,action
20,2010-01-18 16:33:00,bon repos,2,location
20,2010-01-18 16:33:00,area of moya by the comissariat station,1,location
20,2010-01-18 16:33:00,route national 1,1,location
20,2010-01-18 16:33:00,croix-des-bouquets,1,location
20,2010-01-18 16:33:00,food,1,entity
20,2010-01-18 16:33:00,idushahidi,1,entity
20,2010-01-18 16:33:00,comissariat,1,entity
20,2010-01-18 16:33:00,mwen,1,entity
20,2010-01-18 16:33:00,bon repos,2,entity
20,2010-01-18 16:33:00,help,1,action
20,2010-01-18 16:33:00,get,2,action
20,2010-01-18 16:33:00,put,1,action
20,2010-01-18 16:33:00,please,2,action
20,2010-01-18 16:33:00,vil,1,action
20,2010-01-18 16:33:00,located,1,action
20,2010-01-18 16:33:00,live,1,action
20,2010-01-18 16:33:00,know,1,action
20,2010-01-18 16:33:00,want,1,action
20,2010-01-18 16:33:00,need,1,action
20,2010-01-18 16:33:00,found,1,action
20,2010-01-18 16:33:00,havent,1,action
20,2010-01-18 16:33:00,wete,1,action
20,2010-01-18 16:33:00,road,1,action
21,2010-01-19 12:30:00,pap,1,location
21,2010-01-19 12:30:00,delmas 33 z silo,1,location
21,2010-01-19 12:30:00,silo z,1,location
21,2010-01-19 12:30:00,haiti,1,location
21,2010-01-19 12:30:00,delmas 33,1,location
21,2010-01-19 12:30:00,delmas,1,location
21,2010-01-19 12:30:00,mwen,1,entity
21,2010-01-19 12:30:00,silo,1,entity
21,2010-01-19 12:30:00,nothing,1,action
21,2010-01-19 12:30:00,kado,1,action
21,2010-01-19 12:30:00,gen,1,action
21,2010-01-19 12:30:00,moun,1,action
22,2010-01-19 11:59:00,pap,1,location
22,2010-01-19 11:59:00,delmas 9,2,location
22,2010-01-19 11:59:00,haiti,1,location
22,2010-01-19 11:59:00,rue du cosquer,1,location
22,2010-01-19 11:59:00,help,1,entity
22,2010-01-19 11:59:00,rue du,2,entity
22,2010-01-19 11:59:00,femmes et,1,entity
22,2010-01-19 11:59:00,hypoglycemiants,1,entity
22,2010-01-19 11:59:00,besoin,1,entity
22,2010-01-19 11:59:00,somniferes,1,entity
22,2010-01-19 11:59:00,milk,1,entity
22,2010-01-19 11:59:00,anxiolitiques,1,entity
22,2010-01-19 11:59:00,lait,1,entity
22,2010-01-19 11:59:00,need tents,1,entity
22,2010-01-19 11:59:00,antibiotiques,1,entity
22,2010-01-19 11:59:00,hypotenseurs,1,entity
22,2010-01-19 11:59:00,sugar,1,entity
22,2010-01-19 11:59:00,health,1,entity
22,2010-01-19 11:59:00,savon,1,entity
22,2010-01-19 11:59:00,hommes,1,entity
22,2010-01-19 11:59:00,adress,1,entity
22,2010-01-19 11:59:00,sardines,1,entity
22,2010-01-19 11:59:00,farine,1,entity
22,2010-01-19 11:59:00,oil,1,entity
22,2010-01-19 11:59:00,wheat,1,entity
22,2010-01-19 11:59:00,besoin de tentes,1,entity
22,2010-01-19 11:59:00,flour,1,entity
22,2010-01-19 11:59:00,pois,1,entity
22,2010-01-19 11:59:00,peas,1,entity
22,2010-01-19 11:59:00,huiles,1,entity
22,2010-01-19 11:59:00,jus,1,entity
22,2010-01-19 11:59:00,address,1,entity
22,2010-01-19 11:59:00,women and children,1,entity
22,2010-01-19 11:59:00,rice,1,entity
22,2010-01-19 11:59:00,vitamines,1,entity
22,2010-01-19 11:59:00,antigrippal,1,entity
22,2010-01-19 11:59:00,sucre,1,entity
22,2010-01-19 11:59:00,delmas9,1,entity
22,2010-01-19 11:59:00,proteine,1,entity
22,2010-01-19 11:59:00,antiflu,1,action
22,2010-01-19 11:59:00,needed,1,action
22,2010-01-19 11:59:00,sleep,1,action
23,2010-01-19 13:48:00,between delmas 40b and marcadieu st,1,location
23,2010-01-19 13:48:00,pap,1,location
23,2010-01-19 13:48:00,haiti,1,location
23,2010-01-19 13:48:00,delmas 40b,1,location
23,2010-01-19 13:48:00,delmas,1,location
23,2010-01-19 13:48:00,voye,1,entity
23,2010-01-19 13:48:00,svp,1,entity
23,2010-01-19 13:48:00,dying,1,action
23,2010-01-19 13:48:00,humanitarien,1,action
23,2010-01-19 13:48:00,send,1,action
23,2010-01-19 13:48:00,nou,1,action
23,2010-01-19 13:48:00,survive,1,action
23,2010-01-19 13:48:00,delma,1,action
24,2010-01-19 13:45:00,pap,1,location
24,2010-01-19 13:45:00,leonard st,1,location
24,2010-01-19 13:45:00,#27 leonard st,1,location
24,2010-01-19 13:45:00,haiti,1,location
24,2010-01-19 13:45:00,delmas,1,location
24,2010-01-19 13:45:00,leonard street,1,entity
24,2010-01-19 13:45:00,jacqueline,1,entity
24,2010-01-19 13:45:00,food,1,entity
24,2010-01-19 13:45:00,marie jacqueline pean,1,entity
24,2010-01-19 13:45:00,pean,1,entity
24,2010-01-19 13:45:00,mwen,1,entity
24,2010-01-19 13:45:00,ak,1,entity
24,2010-01-19 13:45:00,delmas,1,entity
24,2010-01-19 13:45:00,need,1,action
25,2010-01-19 13:41:00,haiti,1,location
25,2010-01-19 13:41:00,liancourt,2,location
25,2010-01-19 13:41:00,lyankou,1,entity
25,2010-01-19 13:41:00,mwen,1,entity
25,2010-01-19 13:41:00,emergency,1,entity
25,2010-01-19 13:41:00,recieved,1,action
25,2010-01-19 13:41:00,send,1,action
26,2010-01-19 13:36:00,gressier,2,location
26,2010-01-19 13:36:00,krsyanvil mission,1,location
26,2010-01-19 13:36:00,haiti,1,location
26,2010-01-19 13:36:00,josef benito,1,entity
26,2010-01-19 13:36:00,gressier,2,entity
26,2010-01-19 13:36:00,gresye,2,entity
26,2010-01-19 13:36:00,mwen,1,entity
26,2010-01-19 13:36:00,joseph,1,entity
26,2010-01-19 13:36:00,se,1,entity
26,2010-01-19 13:36:00,idushahidi,1,entity
26,2010-01-19 13:36:00,krsyanvil,1,entity
26,2010-01-19 13:36:00,found,1,action
26,2010-01-19 13:36:00,anko,1,action
27,2010-01-19 13:32:00,pap,1,location
27,2010-01-19 13:32:00,delmas 40b,1,location
27,2010-01-19 13:32:00,haiti,1,location
27,2010-01-19 13:32:00,golf course,2,location
27,2010-01-19 13:32:00,delmas,1,location
27,2010-01-19 13:32:00,voye,1,entity
27,2010-01-19 13:32:00,please,1,entity
27,2010-01-19 13:32:00,svp,1,entity
27,2010-01-19 13:32:00,send,1,entity
27,2010-01-19 13:32:00,survive,1,action
27,2010-01-19 13:32:00,humanitarian,1,action
27,2010-01-19 13:32:00,teren,1,action
27,2010-01-19 13:32:00,nou,1,action
28,2010-01-18 13:29:00,jacmel,2,location
28,2010-01-18 13:29:00,haiti,1,location
28,2010-01-18 13:29:00,jacmel,1,entity
28,2010-01-18 13:29:00,forward,1,action
28,2010-01-18 13:29:00,asking,1,action
28,2010-01-18 13:29:00,come,1,action
29,2010-01-18 13:26:00,santo,1,location
29,2010-01-18 13:26:00,pap,1,location
29,2010-01-18 13:26:00,haiti,1,location
29,2010-01-18 13:26:00,laplaine,2,location
29,2010-01-18 13:26:00,food,1,entity
29,2010-01-18 13:26:00,nou,2,entity
29,2010-01-18 13:26:00,santo,1,entity
29,2010-01-18 13:26:00,laplaine,1,entity
29,2010-01-18 13:26:00,idushahidi,1,entity
29,2010-01-18 13:26:00,konnen,1,action
29,2010-01-18 13:26:00,texted,1,action
29,2010-01-18 13:26:00,like,1,action
29,2010-01-18 13:26:00,dying,1,action
29,2010-01-18 13:26:00,get,1,action
29,2010-01-18 13:26:00,sleeping,1,action
29,2010-01-18 13:26:00,live,1,action
29,2010-01-18 13:26:00,going,1,action
29,2010-01-18 13:26:00,asking,1,action
29,2010-01-18 13:26:00,know,1,action
29,2010-01-18 13:26:00,kraze,1,action
29,2010-01-18 13:26:00,find,1,action
29,2010-01-18 13:26:00,abite,1,action
30,2010-01-18 13:19:00,pap,1,location
30,2010-01-18 13:19:00,galet,1,location
30,2010-01-18 13:19:00,galets,1,location
30,2010-01-18 13:19:00,tabarre 41,1,location
30,2010-01-18 13:19:00,haiti,1,location
30,2010-01-18 13:19:00,just up from the american embassy,1,location
30,2010-01-18 13:19:00,food,1,entity
30,2010-01-18 13:19:00,nan,1,entity
30,2010-01-18 13:19:00,galet,1,entity
30,2010-01-18 13:19:00,piwo,1,entity
31,2010-01-18 13:13:00,pap,1,location
31,2010-01-18 13:13:00,haiti,1,location
31,2010-01-18 13:13:00,cazeau,2,location
31,2010-01-18 13:13:00,impasse laguerre,1,location
31,2010-01-18 13:13:00,ruelle laguerre,1,entity
31,2010-01-18 13:13:00,thx,1,entity
31,2010-01-18 13:13:00,petionville,1,entity
31,2010-01-18 13:13:00,impass,1,entity
31,2010-01-18 13:13:00,hell,1,entity
31,2010-01-18 13:13:00,merc,1,entity
31,2010-01-18 13:13:00,nou nan la,1,entity
31,2010-01-18 13:13:00,robbed,1,action
31,2010-01-18 13:13:00,reporting,1,action
31,2010-01-18 13:13:00,come,1,action
31,2010-01-18 13:13:00,help,1,action
32,2010-01-18 13:07:00,haiti,1,location
32,2010-01-18 13:07:00,gonaives,1,location
32,2010-01-18 13:07:00,christ roi,2,location
32,2010-01-18 13:07:00,mwen,1,entity
32,2010-01-18 13:07:00,christ roi,2,entity
32,2010-01-18 13:07:00,konnen,1,action
32,2010-01-18 13:07:00,dont,1,action
32,2010-01-18 13:07:00,herold,1,action
32,2010-01-18 13:07:00,getting,1,action
32,2010-01-18 13:07:00,appear,1,action
32,2010-01-18 13:07:00,live,1,action
32,2010-01-18 13:07:00,mwen,1,action
32,2010-01-18 13:07:00,know,1,action
33,2010-01-18 12:12:00,sogebank,2,location
33,2010-01-18 12:12:00,fire,1,location
33,2010-01-18 12:12:00,fire,1,entity
33,2010-01-18 12:12:00,sogebank,1,entity
33,2010-01-18 12:12:00,please,1,entity
33,2010-01-18 12:12:00,idushahidi,1,entity
33,2010-01-18 12:12:00,nou,1,entity
33,2010-01-18 12:12:00,help,1,action
33,2010-01-18 12:12:00,burn,1,action
33,2010-01-18 12:12:00,wout,1,action
33,2010-01-18 12:12:00,come,1,action
33,2010-01-18 12:12:00,gen,1,action
33,2010-01-18 12:12:00,left,1,action
34,2010-01-18 13:37:00,arcachaie,2,location
34,2010-01-18 13:37:00,get,1,action
34,2010-01-18 13:37:00,lost,1,action
34,2010-01-18 13:37:00,citizen,1,action
35,2010-01-18 13:30:00,st bernadette,1,location
35,2010-01-18 13:30:00,st. bernadette,1,location
35,2010-01-18 13:30:00,ainyen,1,entity
35,2010-01-18 13:30:00,saint bernadette,1,entity
35,2010-01-18 13:30:00,se2,1,entity
35,2010-01-18 13:30:00,receive,1,action
35,2010-01-18 13:30:00,selling,1,action
35,2010-01-18 13:30:00,nan,1,action
36,2010-01-18 13:25:00,fermat 64,2,location
36,2010-01-18 13:25:00,food,1,entity
36,2010-01-18 13:25:00,non,1,entity
36,2010-01-18 13:25:00,djemson,2,entity
36,2010-01-18 13:25:00,rmat,1,action
36,2010-01-18 13:25:00,live,1,action
36,2010-01-18 13:25:00,love,1,action
36,2010-01-18 13:25:00,help,1,action
37,2010-01-17 13:12:00,colege la trinite,1,location
37,2010-01-17 13:12:00,jacmel,1,location
37,2010-01-17 13:12:00,colege,1,location
37,2010-01-17 13:12:00,need,1,entity
37,2010-01-17 13:12:00,jacmel,1,entity
37,2010-01-17 13:12:00,colege,1,entity
37,2010-01-17 13:12:00,mwen,1,entity
37,2010-01-17 13:12:00,remove,1,action
38,2010-01-17 19:01:00,lilavois 48 50,1,location
38,2010-01-17 19:01:00,lilavois 48-50,1,location
38,2010-01-17 19:01:00,le,1,entity
38,2010-01-17 19:01:00,liaison,1,entity
38,2010-01-17 19:01:00,simon,1,entity
38,2010-01-17 19:01:00,simon st fort,1,entity
38,2010-01-17 19:01:00,demande,1,action
38,2010-01-17 19:01:00,comite,1,action
39,2010-01-19 12:41:00,merger,2,location
39,2010-01-19 12:41:00,haiti,1,location
39,2010-01-19 12:41:00,carrefour,1,location
39,2010-01-19 12:41:00,merger,1,entity
39,2010-01-19 12:41:00,lubin joseph,1,entity
39,2010-01-19 12:41:00,water,1,entity
39,2010-01-19 12:41:00,idushahidi,1,entity
39,2010-01-19 12:41:00,mezanmi,1,entity
39,2010-01-19 12:41:00,mounn,1,action
39,2010-01-19 12:41:00,die,1,action
39,2010-01-19 12:41:00,live,1,action
39,2010-01-19 12:41:00,going,1,action
39,2010-01-19 12:41:00,gen,1,action
40,2010-01-18 13:18:00,route freres,1,location
40,2010-01-18 13:18:00,vivi mitchell (no specific lat lon),1,location
40,2010-01-18 13:18:00,route freres,1,entity
40,2010-01-18 13:18:00,nou grangou,1,entity
40,2010-01-18 13:18:00,food,1,entity
40,2010-01-18 13:18:00,vin,1,entity
40,2010-01-18 13:18:00,vivi mitchell,1,entity
40,2010-01-18 13:18:00,vivi,1,entity
40,2010-01-18 13:18:00,nou nan la ri,1,entity
40,2010-01-18 13:18:00,route frere,1,entity
40,2010-01-18 13:18:00,robbed,1,action
41,2010-01-18 13:17:00,route freres,1,location
41,2010-01-18 13:17:00,vivi mitchell,2,location
41,2010-01-18 13:17:00,route freres,1,entity
41,2010-01-18 13:17:00,grangou,1,entity
41,2010-01-18 13:17:00,food,1,entity
41,2010-01-18 13:17:00,vin,1,entity
41,2010-01-18 13:17:00,vivi mitchell,1,entity
41,2010-01-18 13:17:00,vivi,1,entity
41,2010-01-18 13:17:00,nou nan la ri,1,entity
41,2010-01-18 13:17:00,idushahidi,1,entity
41,2010-01-18 13:17:00,route frere,1,entity
41,2010-01-18 13:17:00,robbed,1,action
42,2010-01-12 13:00:00,saint martin below bel air near the hotel,1,location
42,2010-01-12 13:00:00,bel air,1,location
42,2010-01-12 13:00:00,garage site 1a2.,1,location
42,2010-01-12 13:00:00,food,1,entity
42,2010-01-12 13:00:00,garage,1,entity
42,2010-01-12 13:00:00,bel air,1,entity
42,2010-01-12 13:00:00,please,1,entity
42,2010-01-12 13:00:00,bring,1,action
42,2010-01-12 13:00:00,nan,1,action
42,2010-01-12 13:00:00,dying,1,action
42,2010-01-12 13:00:00,aid,1,action
43,2010-01-12 13:00:00,saint martin below bel air near the hotel,1,location
43,2010-01-12 13:00:00,bel air,1,location
43,2010-01-12 13:00:00,garage site 1a2.,1,location
43,2010-01-12 13:00:00,food,1,entity
43,2010-01-12 13:00:00,garage,1,entity
43,2010-01-12 13:00:00,bel air,1,entity
43,2010-01-12 13:00:00,please,1,entity
43,2010-01-12 13:00:00,bring,1,action
43,2010-01-12 13:00:00,nan,1,action
43,2010-01-12 13:00:00,dying,1,action
43,2010-01-12 13:00:00,aid,1,action
44,2010-01-19 10:34:00,electricity of haiti in carrefour,1,location
44,2010-01-19 10:34:00,electricite,1,entity
44,2010-01-19 10:34:00,edh,2,entity
44,2010-01-19 10:34:00,carrefour,1,entity
44,2010-01-19 10:34:00,haiti,1,entity
44,2010-01-19 10:34:00,mwen,1,entity
44,2010-01-19 10:34:00,note,1,action
44,2010-01-19 10:34:00,please,1,action
45,2010-01-18 06:20:00,fort mercredi,2,location
45,2010-01-18 06:20:00,food,1,entity
45,2010-01-18 06:20:00,ki,1,entity
45,2010-01-18 06:20:00,like,1,action
45,2010-01-18 06:20:00,fort,1,action
46,2010-01-17 18:18:00,vivy mitchell,2,location
46,2010-01-17 18:18:00,impasse chache laguerre,1,location
46,2010-01-17 18:18:00,water,1,entity
46,2010-01-17 18:18:00,elirose,1,entity
46,2010-01-17 18:18:00,vivy mitchell,1,entity
46,2010-01-17 18:18:00,nan,1,action
46,2010-01-17 18:18:00,mwen,1,action
46,2010-01-17 18:18:00,grangou,1,action
47,2010-01-17 17:30:00,cite tinante,1,location
47,2010-01-17 17:30:00,fontamara 43,2,location
47,2010-01-17 17:30:00,comment,1,entity
47,2010-01-17 17:30:00,category,4,entity
47,2010-01-17 17:30:00,labeler,2,entity
47,2010-01-17 17:30:00,food,2,entity
47,2010-01-17 17:30:00,nouvel,1,entity
47,2010-01-17 17:30:00,merantier,2,entity
47,2010-01-17 17:30:00,health,1,entity
47,2010-01-17 17:30:00,need,1,entity
47,2010-01-17 17:30:00,distribution,2,entity
47,2010-01-17 17:30:00,pam,2,entity
47,2010-01-17 17:30:00,received,1,action
47,2010-01-17 17:30:00,don\'t,1,action
47,2010-01-17 17:30:00,jwen,2,action
47,2010-01-17 17:30:00,heard,1,action
47,2010-01-17 17:30:00,let,2,action
47,2010-01-17 17:30:00,know,2,action
47,2010-01-17 17:30:00,nou,1,action
47,2010-01-17 17:30:00,find,2,action
48,2010-01-18 06:03:00,port-au-prince,1,location
48,2010-01-18 06:03:00,martissant 19,1,location
48,2010-01-18 06:03:00,corridor global prolongee,1,location
48,2010-01-18 06:03:00,koridor,1,entity
48,2010-01-18 06:03:00,james,2,entity
48,2010-01-18 06:03:00,samuel,6,entity
48,2010-01-18 06:03:00,mwen,1,entity
48,2010-01-18 06:03:00,extended,1,action
48,2010-01-18 06:03:00,like,1,action
48,2010-01-18 06:03:00,support,1,action
48,2010-01-18 06:03:00,moun,1,action
48,2010-01-18 06:03:00,mwen,1,action
48,2010-01-18 06:03:00,jwenn,1,action
48,2010-01-18 06:03:00,find,1,action
49,2010-01-19 10:34:00,bon repos moleya 7,1,location
49,2010-01-19 10:34:00,la plaine,1,location
49,2010-01-19 10:34:00,ruelle mackendi,1,location
49,2010-01-19 10:34:00,bon repos,1,location
49,2010-01-19 10:34:00,impasse celeste number 40,1,location
49,2010-01-19 10:34:00,idushahidi,1,entity
49,2010-01-19 10:34:00,celeste,1,entity
49,2010-01-19 10:34:00,la plaine,1,entity
49,2010-01-19 10:34:00,ruelle mackendi,1,entity
49,2010-01-19 10:34:00,bon,1,entity
49,2010-01-19 10:34:00,located,1,action
49,2010-01-19 10:34:00,sel,1,action
49,2010-01-19 10:34:00,nan,1,action
49,2010-01-19 10:34:00,nimewo,1,action
50,2010-01-18 08:36:00,moya,1,location
50,2010-01-18 08:36:00,idushahidi,1,entity
50,2010-01-18 08:36:00,la plaine,1,entity
50,2010-01-18 08:36:00,health,1,entity
50,2010-01-18 08:36:00,mwen,1,entity
50,2010-01-18 08:36:00,moya,1,entity
50,2010-01-18 08:36:00,injured,1,action
50,2010-01-18 08:36:00,help,1,action
50,2010-01-18 08:36:00,walk,1,action
50,2010-01-18 08:36:00,live,1,action
50,2010-01-18 08:36:00,mwen,1,action
50,2010-01-18 08:36:00,found,1,action
50,2010-01-18 08:36:00,got,1,action
50,2010-01-18 08:36:00,called,1,action
51,2010-01-19 11:11:00,rue des arbes,1,location
51,2010-01-19 11:11:00,gressier,2,location
51,2010-01-19 11:11:00,haiti,1,location
51,2010-01-19 11:11:00,food,1,entity
51,2010-01-19 11:11:00,der,1,entity
51,2010-01-19 11:11:00,need,1,action
51,2010-01-19 11:11:00,street,1,action
51,2010-01-19 11:11:00,bezwen,1,action
52,2010-01-19 11:03:00,pap,1,location
52,2010-01-19 11:03:00,rue casseus,1,location
52,2010-01-19 11:03:00,haiti,1,location
52,2010-01-19 11:03:00,rue casseus no. 9,1,location
52,2010-01-19 11:03:00,rue casseus,1,entity
52,2010-01-19 11:03:00,street casseus,1,entity
52,2010-01-19 11:03:00,forward,1,action
52,2010-01-19 11:03:00,wounded,1,action
53,2010-01-19 10:00:00,bizoton,2,location
53,2010-01-19 10:00:00,ushahidi,1,entity
53,2010-01-19 10:00:00,bizoton,2,entity
53,2010-01-19 10:00:00,humiliated,1,action
54,2010-01-17 01:29:00,taba 48 (note gps is for tabarre 50),1,location
54,2010-01-17 01:29:00,taba,1,location
54,2010-01-17 01:29:00,water,1,entity
